SR,Township,Village,Village_MM,Location,Locals_Used_ENG,Locals_Used_MM
17098,Sagaing,Budalin,Kin,ကင်း,"22.5537109375,95.1967620849609",0,0
17099,Sagaing,Budalin,Ye Htwet,ရဲထွက်,"22.5349502563477,95.1885223388672",0,0
17100,Sagaing,Budalin,Koke Ko Su,ကုက္ကိုစု,"22.3308200836182,95.0790100097656",0,0
17101,Sagaing,Budalin,Ta Yaw Taw,တရော်တော,"22.3330192565918,95.0804901123047",0,0
17102,Sagaing,Budalin,Yon Hlay Kone,ယုန်လှေးကုန်း,"22.3220195770264,95.0869598388672",0,0
17103,Sagaing,Budalin,Yon Hlay Kone Ywar Thit,ယုန်လှေးကုန်းရွာသစ်,"22.3255290985107,95.0909729003906",0,0
17104,Sagaing,Budalin,Hpa Yar Gyi,ဘုရားကြီး,"22.4966506958008,94.9521331787109",0,0
17105,Sagaing,Budalin,Let Khoke Kone,လက်ခုတ်ကုန်း,"22.4914894104004,94.960319519043",0,0
17106,Sagaing,Budalin,Ma Gyi Oke,မကျီးအုပ်,"22.4884300231934,94.9511337280273",0,0
17107,Sagaing,Budalin,Son Kone,ဆုံကုန်း,"22.4796600341797,94.9783172607422",0,0
17108,Sagaing,Budalin,Sut Pyet,စွတ်ပျက်,"22.4838008880615,94.9858627319336",0,0
17109,Sagaing,Budalin,Ywar Thit,ရွာသစ်,"22.4823398590088,94.9680862426758",0,0
17110,Sagaing,Budalin,Shwe Let,ရွှေလက်,"22.5383491516113,95.0408630371094",0,0
17111,Sagaing,Budalin,Ywar Thit,ရွာသစ်,"22.5298900604248,95.0392532348633",0,0
17112,Sagaing,Budalin,Zee Taw (East),ဇီးတော (အရှေ့),"22.2866096496582,95.1305770874023",0,0
17113,Sagaing,Budalin,Zee Taw (West),ဇီးတော (အနောက်),"22.2855205535889,95.1271286010742",0,0
17114,Sagaing,Budalin,Zee Taw Ywar Thit,ဇီးတောရွာသစ်,"22.2810707092285,95.1023025512695",0,0
17115,Sagaing,Chaung-U,Ah Myint (East),အမြင့် (အရှေ့),"21.9296607971191,95.1522674560547",0,0
17116,Sagaing,Chaung-U,Ah Myint (West),အမြင့် (အနောက်),"21.9295806884766,95.1479568481445",0,0
17117,Sagaing,Chaung-U,Ka Toet Kone,ကတို့ကုန်း,",",0,0
17118,Sagaing,Chaung-U,Kyauk Sar,ကျောက်စာ,",",0,0
17119,Sagaing,Chaung-U,Myo Kone,မြို့ကုန်း,",",0,0
17120,Sagaing,Chaung-U,Nan U,နန်းဦး,",",0,0
17121,Sagaing,Chaung-U,Nat Gyi,နတ်ကြီး,",",0,0
17122,Sagaing,Chaung-U,Ta Mar Pin,တမာပင်,",",0,0
17123,Sagaing,Chaung-U,Ye Sa Khan,ရဲစခန်း,",",0,0
17124,Sagaing,Chaung-U,Aung Chan Thar,အောင်ချမ်းသာ,"21.9764099121094,95.2544403076172",0,0
17125,Sagaing,Chaung-U,Ba Lway,ဘလွေ,"21.889799118042,95.3667602539063",0,0
17126,Sagaing,Chaung-U,Bu Tar,ဘူတာ,"21.9779396057129,95.2735595703125",0,0
17127,Sagaing,Chaung-U,Pe Pyit Taw,ပဲပြစ်တော,"21.9771595001221,95.2789306640625",0,0
17128,Sagaing,Chaung-U,Chaung Ma Nar (North),ချောင်းမနား (မြောက်),"21.9608192443848,95.1814117431641",0,0
17129,Sagaing,Chaung-U,Chaung Ma Nar (South),ချောင်းမနား (တောင်),"21.9571800231934,95.1834335327148",0,0
17130,Sagaing,Chaung-U,Hlaw Kar,လှော်ကား,"21.9588203430176,95.177490234375",0,0
17131,Sagaing,Chaung-U,Kone Gyi,ကုန်းကြီး,"21.957540512085,95.1724166870117",0,0
17132,Sagaing,Chaung-U,Kywet Kyun,ကျွက်ကျွန်း,"21.9589691162109,95.1640396118164",0,0
17133,Sagaing,Chaung-U,Myin Myay,မြင်းမြေ,"21.9608592987061,95.1721878051758",0,0
17134,Sagaing,Chaung-U,Nyaung Pin Hla,ညောင်ပင်လှ,"21.9526691436768,95.1844482421875",0,0
17135,Sagaing,Chaung-U,Ywar Thit,ရွာသစ်,",",0,0
17136,Sagaing,Chaung-U,Hman Cho,မှန်ချို,"21.9125194549561,95.2814788818359",0,0
17137,Sagaing,Chaung-U,Ywar Taw Lay,ရွာတော်လေး,"21.9300498962402,95.2761917114258",0,0
17138,Sagaing,Chaung-U,Htu Ni,ထူးနီ,"21.9111309051514,95.2490921020508",0,0
17139,Sagaing,Chaung-U,Aing Ni,အိုင်နီ,"22.0306491851807,95.2862091064453",0,0
17140,Sagaing,Chaung-U,Khin (East),ခင် (အရှေ့),"21.9962692260742,95.2475280761719",0,0
17141,Sagaing,Chaung-U,Khin (West),ခင် (အနောက်),"21.993200302124,95.2386016845703",0,0
17142,Sagaing,Chaung-U,Kone Yat,ကုန်းရပ်,",",0,0
17143,Sagaing,Chaung-U,Kyar Poet,ကြာပို့,",",0,0
17144,Sagaing,Chaung-U,Kyauk Tan,ကျောက်တန်း,"22.0239200592041,95.2875213623047",0,0
17145,Sagaing,Chaung-U,Pe Taung,ပဲတောင်း,",",0,0
17146,Sagaing,Chaung-U,Su Lay Kone,ဆူးလေကုန်း,",",0,0
17147,Sagaing,Chaung-U,Yat Thar,ရပ်သာ,",",0,0
17148,Sagaing,Chaung-U,Yone Thar,ရုံးသာ,",",0,0
17149,Sagaing,Chaung-U,Ywar Thar Aye,ရွာသာအေး,",",0,0
17150,Sagaing,Chaung-U,Inn Ma,အင်းမ,"21.9433898925781,95.2131729125977",0,0
17151,Sagaing,Chaung-U,Kin Mun Taw,ကင်မွန်းတော်,"21.9339599609375,95.2156677246094",0,0
17152,Sagaing,Chaung-U,Shan Htu,ရှမ်းထူး,"21.9576091766357,95.2299118041992",0,0
17153,Sagaing,Chaung-U,Kan Zee,ကံဇီး,"21.9317207336426,95.2015228271484",0,0
17154,Sagaing,Chaung-U,Ku Lar Gyi,ကုလားကြီး,"21.9269008636475,95.2075119018555",0,0
17155,Sagaing,Chaung-U,Ta Pei Inn,တပါယ်အင်း,"21.9372100830078,95.195556640625",0,0
17156,Sagaing,Chaung-U,Kyauk Sit Kan,ကျောက်စစ်ကန်,"21.8778705596924,95.3256301879883",0,0
17157,Sagaing,Chaung-U,Kyi Kone,ကျီကုန်း,"21.9712009429932,95.2182769775391",0,0
17158,Sagaing,Chaung-U,Ma Gyi Gwa,မကျီးခွ,"21.83371925354,95.2411270141602",0,0
17159,Sagaing,Chaung-U,Min Khaung,မင်းခေါင်,"21.8453807830811,95.2477111816406",0,0
17160,Sagaing,Chaung-U,Min Tei,မင်းတည်,"21.8404102325439,95.2426834106445",0,0
17161,Sagaing,Chaung-U,Hna Ma Chit Taw,နမချစ်တော,"21.899755,95.34321",Na Bat Chit Taw,နဘက်ချစ်တော
17162,Sagaing,Chaung-U,Myay Ni Kyin,မြေနီကျင်း,"21.924280166626,95.3604736328125",0,0
17163,Sagaing,Chaung-U,Nat Yae Kan,နတ်ရေကန်,"21.9271697998047,95.3599166870117",0,0
17164,Sagaing,Chaung-U,Ma Gyi Tan,မကျီးတန်း,"21.8539390563965,95.2950973510742",0,0
17165,Sagaing,Chaung-U,Ma Hti Thar,မထိသာ,"21.8717708587646,95.2623062133789",0,0
17166,Sagaing,Chaung-U,Nga Lone Tin,ငါးလုံးတင်,"21.8795509338379,95.2618179321289",0,0
17167,Sagaing,Chaung-U,Sin Myay,ဆင်မြေ,"21.8870296478271,95.2666168212891",0,0
17168,Sagaing,Chaung-U,Kan Ma,ကံမ,"21.9340496063232,95.3111724853516",0,0
17169,Sagaing,Chaung-U,Maing Te (Paing Te),မိုင်တဲ,"21.933069229126,95.3157501220703",0,0
17170,Sagaing,Chaung-U,Ngar Shan,ငါးယှန်,"21.9385395050049,95.3143005371094",0,0
17171,Sagaing,Chaung-U,Chaung Ma,ချောင်းမ,"22.0105991363525,95.2980728149414",0,0
17172,Sagaing,Chaung-U,Htee Kyone,ထီးကျုံး,",",0,0
17173,Sagaing,Chaung-U,Nwe Khway,နွယ်ခွေ,"22.0034408569336,95.3198699951172",0,0
17174,Sagaing,Chaung-U,Ta Laing Kya,တလိုင်းကျ,"21.9868907928467,95.3238983154297",0,0
17175,Sagaing,Chaung-U,Bon To,ဘုံတို,"21.96702003479,95.1711730957031",0,0
17176,Sagaing,Chaung-U,Htan Taw Gyi,ထန်းတောကြီး,"21.9687690734863,95.1800994873047",0,0
17177,Sagaing,Chaung-U,Nyaung Pin Thar,ညောင်ပင်သာ,"21.9693202972412,95.1754379272461",0,0
17178,Sagaing,Chaung-U,Pauk Taw,ပေါက်တော,"21.9652004241943,95.1820373535156",0,0
17179,Sagaing,Chaung-U,Shwe Dar Kya,ရွှေဒါးကျ,"21.9744300842285,95.1852264404297",0,0
17180,Sagaing,Chaung-U,Shwe Hlay,ရွှေလှေ,"21.8578796386719,95.1708984375",0,0
17181,Sagaing,Chaung-U,Shwe Kyin,ရွှေကျင်,"21.8779296875,95.1638488769531",0,0
17182,Sagaing,Chaung-U,Myet Par,မျက်ပါး,"21.9186592102051,95.1523666381836",0,0
17183,Sagaing,Chaung-U,Ngwe Thar,ငွေသာ,"21.9116191864014,95.1577987670898",0,0
17184,Sagaing,Chaung-U,Shwe Ku,ရွှေကူ,"21.908239364624,95.157341003418",Shwe Gu,ရွှေဂူ
17185,Sagaing,Chaung-U,Tan Zaung,တံဇောင်း,"21.9146900177002,95.1558074951172",0,0
17186,Sagaing,Chaung-U,Ywar Thit,ရွာသစ်,"21.9073791503906,95.1619873046875",0,0
17187,Sagaing,Chaung-U,Kyaung Wut Gyi,ကြောင်ဝပ်ကြီး,"21.9477100372314,95.1695175170898",0,0
17188,Sagaing,Chaung-U,Kyaung Wut Lay,ကြောင်ဝပ်လေး,"21.9473705291748,95.1658706665039",0,0
17189,Sagaing,Chaung-U,Kyet Thun Zay,ကြက်သွန်စျေး,"21.9528198242188,95.1690673828125",0,0
17190,Sagaing,Chaung-U,Su Lay Kone,ဆူးလေကုန်း,"21.9435691833496,95.1646499633789",0,0
17191,Sagaing,Chaung-U,Taung Inn,တောင်အင်း,"21.9505405426025,95.1821670532227",0,0
17192,Sagaing,Chaung-U,Pauk Inn,ပေါက်အင်း,",",0,0
17193,Sagaing,Chaung-U,Taw Kyaung Gyi,တောကျောင်းကြီး,"21.8092002868652,95.1883926391602",0,0
17194,Sagaing,Chaung-U,Ywar Htin,ရွာထင်,"21.8180408477783,95.1816024780273",0,0
17195,Sagaing,Chaung-U,Htan Taw Kone,ထန်းတောကုန်း,"21.9163398742676,95.1682281494141",0,0
17196,Sagaing,Chaung-U,Kone Thar,ကုန်းသာ,"21.9256191253662,95.1562271118164",0,0
17197,Sagaing,Chaung-U,Na Gar Bo,နဂါးဗိုလ်,"21.921760559082,95.1616516113281",0,0
17198,Sagaing,Chaung-U,Taw Kyaung Lay,တောကျောင်းလေး,"21.921459197998,95.1676864624023",0,0
17199,Sagaing,Chaung-U,Koe Taung Kan,ကိုးတောင်ကန်,"21.9743194580078,95.339958190918",0,0
17200,Sagaing,Chaung-U,Than Pin Kan,သန်းပင်ကန်,"21.9620895385742,95.3484420776367",0,0
17201,Sagaing,Chaung-U,Thone Pan Hla,သုံးပန်လှ,"21.8287601470947,95.1751022338867",0,0
17202,Sagaing,Chaung-U,Kan Gyi Kone,ကံကြီးကုန်း,"21.8849296569824,95.1651916503906",0,0
17203,Sagaing,Chaung-U,Wa Yar,ဝယာ,"21.9019908905029,95.162109375",0,0
17204,Sagaing,Chaung-U,Yar Gyi Taw,ယာကြီးတော,"21.8923606872559,95.1654815673828",0,0
17205,Sagaing,Hkamti,Ah Nauk Kauk Taung,အနောက်ကောက်တောင်း,"25.7161808013916,95.441276550293",0,0
17206,Sagaing,Hkamti,Kin Kun,ကင်ကွန်း,",",0,0
17207,Sagaing,Hkamti,Maung Te,မောင်းတဲ,",",0,0
17208,Sagaing,Hkamti,Ah Shey Kauk Taung,အရှေ့ကောက်တောင်း,"25.7240009307861,95.450813293457",0,0
17209,Sagaing,Hkamti,Chaung Wa,ချောင်းဝ,",",0,0
17210,Sagaing,Hkamti,Aung Myay,အောင်မြေ,"25.9622097015381,95.7234497070313",0,0
17211,Sagaing,Hkamti,Lar Wei,လာဝယ်,"25.9407596588135,95.7001266479492",0,0
17212,Sagaing,Hkamti,Hat Ti,ဟတ္တိ,"26.1091499328613,95.5610733032227",0,0
17213,Sagaing,Hkamti,Kone Khaung,ကုန်းခေါင်,",",0,0
17214,Sagaing,Hkamti,Lel Ko ko,လယ်ကိုကို,",",0,0
17215,Sagaing,Hkamti,Thet Kei Taung,သက္ကယ်တောင်,",",0,0
17216,Sagaing,Hkamti,Hein Sun,ဟိန်စွန်း,"25.8765106201172,95.5817489624023",0,0
17217,Sagaing,Hkamti,Lon Ton,လုံတုံ,",",0,0
17218,Sagaing,Hkamti,Hman Pin,မှန်ပင်,"26.0217609405518,95.7424087524414",0,0
17219,Sagaing,Hkamti,Kaung Mu,ကောင်းမု,"26.0236843748,95.7608040838",0,0
17220,Sagaing,Hkamti,Laik Se,လိုက်ဆဲ,",",0,0
17221,Sagaing,Hkamti,Let Pant Thar,လက်ပန့်သာ,"26.0265102386475,95.7192764282227",0,0
17222,Sagaing,Hkamti,Ma Kan Naung,မကန်နောင်,",",0,0
17223,Sagaing,Hkamti,Nar Nauk/nar Naung,နားနောက်/နားနောင်,"26.0203609466553,95.7468032836914",0,0
17224,Sagaing,Hkamti,Taung Kone Thar,တောင်ကုန်းသာ,",",0,0
17225,Sagaing,Hkamti,Tein In,တိန်းအင်,"26.0163307189941,95.7114486694336",0,0
17226,Sagaing,Hkamti,Chaung Gwa,ချောင်းဂွ,",",0,0
17227,Sagaing,Hkamti,Gan Nun,ဂန်နွံ,",",0,0
17228,Sagaing,Hkamti,Go Kar Hpaing,ဂိုကာဖိုင်,",",0,0
17229,Sagaing,Hkamti,Hpai Lin,ဖိုင်လင်း,",",0,0
17230,Sagaing,Hkamti,Mo Lunt Sun,မိုလွန်ဆွန်,",",0,0
17231,Sagaing,Hkamti,Nan Pauk Pauk,နန်းပေါက်ပေါက်,",",0,0
17232,Sagaing,Hkamti,Nar Kat,နားကပ်,"25.5794105529785,95.3334732055664",0,0
17233,Sagaing,Hkamti,Ti Kar Hpaing,တီကာဖိုင်,",",0,0
17234,Sagaing,Hkamti,Hpaung Saing,ဖောင်ဆိုင်,"26.0543804168701,95.7849502563477",0,0
17235,Sagaing,Hkamti,Ka Chun,ကချွန်း,",",0,0
17236,Sagaing,Hkamti,Nar Hin Hpaung Saing,နာဟင်ဖောင်ဆိုင်,"26.0269794464111,95.7706832885742",0,0
17237,Sagaing,Hkamti,Saung Kaw,ဆောင်းကော,",",0,0
17238,Sagaing,Hkamti,Kaung Hein,ကောင်းဟိန်,"25.6679992675781,95.4183197021484",0,0
17239,Sagaing,Hkamti,Kha Maung,ခမောင်း,"25.894100189209,95.2095031738281",0,0
17240,Sagaing,Hkamti,Met Htaung,မက်ထောင်,"25.8824195861816,95.1589508056641",0,0
17241,Sagaing,Hkamti,Ka Chin Ywar,ကချင်ရွာ,"26.0048198699951,95.7016906738281",0,0
17242,Sagaing,Hkamti,Kin Taw,ကင်းတော်,"25.9937000274658,95.7114334106445",0,0
17243,Sagaing,Hkamti,Nar Taik,နာတိုက်,"26.0322399139404,95.7080078125",0,0
17244,Sagaing,Hkamti,Hin Du Nauk Kone,ဟင်ဒူးနောက်ကုန်း,",",Hin Du Nauk Kone,ဟင်းဒူးနောက်ကုန်း
17245,Sagaing,Hkamti,Kyauk Ywet,ကျောက်ရွက်,",",0,0
17246,Sagaing,Hkamti,Kei Su,ကယ်စု,"25.769079208374,95.2482070922852",0,0
17247,Sagaing,Hkamti,Khaw Paung,ခေါ်ပေါင်း,"25.6424293518066,95.3857727050781",0,0
17248,Sagaing,Hkamti,Laik Khaw (Lower),လိုက်ခေါ်အောက်,"25.6481704711914,95.3868408203125",0,0
17249,Sagaing,Hkamti,Laik Khaw (Upper),လိုက်ခေါ်အထက်,"25.6630306243896,95.3298568725586",0,0
17250,Sagaing,Hkamti,Laik Khaw (Ywar Haung),လိုက်ခေါ် (ရွာဟောင်း),"25.7233009338379,95.2943267822266",0,0
17251,Sagaing,Hkamti,Maung Te,မောင်းတဲ,",",0,0
17252,Sagaing,Hkamti,Lan Lel Gyi,လံလယ်ကြီး,",",0,0
17253,Sagaing,Hkamti,Laung Sauk,လောင်ဆောက်,",",0,0
17254,Sagaing,Hkamti,Pin Htaung Laung Sout,ပင်ထောင်လောင်ဆောက်,"26.1316509246826,95.6133270263672",0,0
17255,Sagaing,Hkamti,Kya Kaik,ကျကိုက်,",",0,0
17256,Sagaing,Hkamti,Lin Hpar,လင်းဖား,"25.8060493469238,95.5288772583008",0,0
17257,Sagaing,Hkamti,Maing Naung,မိုင်းနောင်,"25.8472099304199,95.5941467285156",0,0
17258,Sagaing,Hkamti,Maw Law,မော်လော,"25.9661293029785,95.2969970703125",0,0
17259,Sagaing,Hkamti,Laung Tauk,လောင်တောက်,"25.8831806182861,95.4798583984375",0,0
17260,Sagaing,Hkamti,Ma Lan Hpai,မလန်ဖိုင်,",",0,0
17261,Sagaing,Hkamti,Mei Poke,မယ်ပုတ်,"25.8599796295166,95.5708770751953",0,0
17262,Sagaing,Hkamti,Min Sin,မင်းဆင်,"25.5274105072021,95.3815307617188",0,0
17263,Sagaing,Hkamti,Mo Lun,မိုလွန်း,"25.5352592468262,95.3758163452148",0,0
17264,Sagaing,Hkamti,Nauk Pe,နောက်ပဲ,"25.5348197814,95.3962562895",0,0
17265,Sagaing,Hkamti,Maik King Kaung,မိုက်ကင်းကောင်း,",",0,0
17266,Sagaing,Hkamti,Nant Hpar,နန့်ဖာ,"26.0708999633789,95.8032989501953",0,0
17267,Sagaing,Hkamti,Nga Kun,ငကွန်,",",0,0
17268,Sagaing,Hkamti,Shwe Myint Mo,​ရွှေမြင့်မိုရ်,",",0,0
17269,Sagaing,Hkamti,Nar Maw,နားမော်,",",0,0
17270,Sagaing,Hkamti,Pa Du Mone (Ywar Haung),ပဒူးမုန်း (ရွာဟောင်း),"26.0162105560303,95.8699798583984",0,0
17271,Sagaing,Hkamti,Pa Du Mone (Ywar Thit),ပဒူးမုန်း (ရွာသစ်),"26.0064506530762,95.8617324829102",0,0
17272,Sagaing,Hkamti,Thea Lon,သဲလုံ,",",0,0
17273,Sagaing,Hkamti,Htan Pone,ထန်ပုန်း,",",0,0
17274,Sagaing,Hkamti,Par Saung,ပါဆောင်,"26.0224304199219,95.5024566650391",0,0
17275,Sagaing,Hkamti,Par Kun,ပါကွန်,",",0,0
17276,Sagaing,Hkamti,Par Yoe,ပါရိုး,"25.9944095611572,95.2708969116211",0,0
17277,Sagaing,Hkamti,Par Nun,ပါနွံ,",",0,0
17278,Sagaing,Hkamti,Sar Lin,ဆားလင်,",",0,0
17279,Sagaing,Hkamti,Tan Yoe,တန်းရိုး,",",0,0
17280,Sagaing,Hkamti,Saung Lin (Ywar Haung),စောင်လင် (ရွာဟောင်း),"25.92626953125,95.4414901733398",0,0
17281,Sagaing,Hkamti,Saung Lin Ywar Thit,​စောင်လင်ရွာသစ်,"25.9217090606689,95.454963684082",0,0
17282,Sagaing,Hkamti,Sein Kyar Nyu,စိန်ကြာညု,"25.9478797912598,95.4060592651367",0,0
17283,Sagaing,Hkamti,Sein Lar,စိန်လာ,"25.9213600158691,95.3997421264648",0,0
17284,Sagaing,Hkamti,Sun So,စွန်းဆို,"25.9524192810059,95.4634094238281",0,0
17285,Sagaing,Hkamti,Hin Du Nauk Inn,ဟင်းဒူးနောက်အင်း,",",0,0
17286,Sagaing,Hkamti,Hpar Maung,ဖားမောင်,"25.9960708618164,95.6511611938477",0,0
17287,Sagaing,Hkamti,Ka Toe,ကတိုး,"25.9545307159424,95.6412734985352",0,0
17288,Sagaing,Hkamti,Sein Nan,စိန်နန်း,"25.9374103546143,95.602783203125",0,0
17289,Sagaing,Hkamti,Thar Yar Kone,သာယာကုန်း,"25.9461002349854,95.6346130371094",0,0
17290,Sagaing,Hkamti,Chaung Thar,ချောင်းသာ,",",0,0
17291,Sagaing,Hkamti,La Thar,လသာ,",",0,0
17292,Sagaing,Hkamti,Mya Kyun Thar,မြကျွန်းသာ,",",0,0
17293,Sagaing,Hkamti,Shwe Pyi Thar,ရွှေပြည်သာ,",",0,0
17294,Sagaing,Hkamti,La Hpet Khin,လဘက်ခင်း,"26.0208492279053,95.6895523071289",0,0
17295,Sagaing,Hkamti,Lan Lel Lay,လံလယ်လေး,",",0,0
17296,Sagaing,Hkamti,Laung Pa,လောင်ပ,",",0,0
17297,Sagaing,Hkamti,Laung Sauk Lay,လောင်ဆောက်လေး,",",0,0
17298,Sagaing,Hkamti,Nant Mon,နန့်မုံ,"26.0137500762939,95.6548461914063",0,0
17299,Sagaing,Hkamti,Naung Soke Lay,နောင်ဆုပ်လေး,",",0,0
17300,Sagaing,Hkamti,Sin Thay,ဆင်သေ,"26.0247993469238,95.6658630371094",0,0
17301,Sagaing,Hkamti,Kan Taw,ကန်တော်,",",0,0
17302,Sagaing,Hkamti,Kun Ka,ကွန်က,",",0,0
17303,Sagaing,Hkamti,La Pet (Ke San),လပက် (ကဲစံ),"26.2908897399902,96.0679931640625",0,0
17304,Sagaing,Hkamti,Lone Kaung,လုံကောင်း,",",0,0
17305,Sagaing,Hkamti,Myay Htaung,မြေထောင်,",",0,0
17306,Sagaing,Hkamti,Pyin Lun,ပြင်လွန်း,",",0,0
17307,Sagaing,Hkamti,Taik Tee,တိုက်တီး,"26.2722492218018,96.0697631835938",0,0
17308,Sagaing,Hkamti,Wun Ka,ဝန်က,",",0,0
17309,Sagaing,Hkamti,Wut San,ဝပ်ဆံ,",",0,0
17310,Sagaing,Hkamti,Wut San Tu,ဝပ်ဆံတူ,",",0,0
17311,Sagaing,Hkamti,Yan Si,ရန်စီ,",",0,0
17312,Sagaing,Hkamti,Hton Put,ထုံပွတ်,",",0,0
17313,Sagaing,Hkamti,Mauk Kha Lauk,မောက်ခလောက်,"25.5823192596436,95.4292373657227",0,0
17314,Sagaing,Hkamti,Yat Nar,ရပ်နား,"25.610860824585,95.4421463012695",0,0
17315,Sagaing,Homalin,Ah Htet Hman Kin,အထက်မှန်ကင်း,"24.7126808166504,94.9233932495117",0,0
17316,Sagaing,Homalin,Auk Hman Kin,အောက်မှန်ကင်း,"24.7030696868896,94.9226531982422",0,0
17317,Sagaing,Homalin,Kyi Su,ကျီစု,"24.7105903625488,94.9486770629883",0,0
17318,Sagaing,Homalin,Naung Cho,နောင်ချို,"24.6665191650391,94.9536437988281",0,0
17319,Sagaing,Homalin,Naung Kauk,နောင်ကောက်,"24.698938369751,94.9056091308594",0,0
17320,Sagaing,Homalin,San Saing,စန်းဆိုင်,"24.7433891296387,94.9421920776367",0,0
17321,Sagaing,Homalin,Shwe Taung,ရွှေတောင်,",",0,0
17322,Sagaing,Homalin,Yar Za,ရာဇ,"24.7096691131592,94.9072189331055",0,0
17323,Sagaing,Homalin,Aw Thaw,အော်သော်,"24.7883396148682,95.0367965698242",0,0
17324,Sagaing,Homalin,Man Hu Nar,မန်ဟူးနား,",",0,0
17325,Sagaing,Homalin,Min Pwe,မင်းပွဲ,",",0,0
17326,Sagaing,Homalin,Shwe In Pin,ရွှေအင်ပင်,",",0,0
17327,Sagaing,Homalin,Bo Kone,ဘိုကုန်း,"24.7762603759766,95.4762878417969",0,0
17328,Sagaing,Homalin,Chaung Gwa,ချောင်းခွ,"24.7909603118896,95.4540710449219",0,0
17329,Sagaing,Homalin,Man Ngun,မန်ငွန်,"24.7754402160645,95.5113067626953",0,0
17330,Sagaing,Homalin,Nan Set,နန်းစက်,"24.7713203430176,95.4773101806641",0,0
17331,Sagaing,Homalin,Nar Maw,နားမော်,"24.7636528015137,95.5073013305664",0,0
17332,Sagaing,Homalin,Saing Kyu,ဆိုင်းကြူ,"24.7888202667236,95.4681167602539",0,0
17333,Sagaing,Homalin,Thar Yar Kone,သာယာကုန်း,"24.8103408813477,95.4126968383789",0,0
17334,Sagaing,Homalin,Thea Khar Pat,သဲခါးပါတ်,"24.8029193878174,95.4669494628906",0,0
17335,Sagaing,Homalin,Ton Lon,တုံလုံ,"24.7974300384521,95.4914474487305",0,0
17336,Sagaing,Homalin,Ton Pa Hayt,တုံပဟေ့,"24.7995300292969,95.453742980957",0,0
17337,Sagaing,Homalin,Ton Pay,တုံပေ,"24.7633399963379,95.5126190185547",0,0
17338,Sagaing,Homalin,Za Yat Gyi,ဇရပ်ကြီး,"24.7849407196045,95.4876174926758",0,0
17339,Sagaing,Homalin,Gway Tauk Kone,ဂွေးတောက်ကုန်း,"24.7729396820068,94.7746963500977",0,0
17340,Sagaing,Homalin,Hu Hpar,ဟူဖါ,"24.806848303,94.8019118477",0,0
17341,Sagaing,Homalin,Kyauk Kyoe,ကျောက်ကြိုး,"24.7777690887451,94.7662734985352",0,0
17342,Sagaing,Homalin,Min Thar Yar,မင်းသာယာ,"24.7545299530029,94.8230667114258",0,0
17343,Sagaing,Homalin,Naung Khan,နောင်ခန်း,"24.7862892150879,94.7849578857422",0,0
17344,Sagaing,Homalin,Ti Laung,တီလောင်,"24.7456703186035,94.7594985961914",0,0
17345,Sagaing,Homalin,He Bet,ဟဲဘက်,"24.830659866333,95.3805999755859",0,0
17346,Sagaing,Homalin,Kwayt Pay,ကွေ့ပေ,"24.8424892425537,95.4097671508789",0,0
17347,Sagaing,Homalin,Ei Pan,အီပန်း,"24.820650100708,95.0929565429688",0,0
17348,Sagaing,Homalin,He Khan,ဟဲခမ်း,"24.8231105804443,95.0868606567383",0,0
17349,Sagaing,Homalin,Pin Ma Khaw,ပင်းမခေါ်,"24.8226299285889,95.1080780029297",0,0
17350,Sagaing,Homalin,Tha Hpan Kone,သဖန်းကုန်း,"24.8173599243164,95.0699081420898",0,0
17351,Sagaing,Homalin,Hin Naung,ဟင်နောင်,"24.9273891448975,94.8974761962891",0,0
17352,Sagaing,Homalin,Hin Naung,ဟင်နောင်,"25.1166496276855,95.0451507568359",0,0
17353,Sagaing,Homalin,Hu Naung,ဟူနောင်,"24.9322395324707,94.8998794555664",0,0
17354,Sagaing,Homalin,Kar Lan,ကားလမ်း,"25.1281108856201,95.0428466796875",0,0
17355,Sagaing,Homalin,Lay Wai Yan,လေဝေယံ,",",0,0
17356,Sagaing,Homalin,Nan Maung Khan,နန်းမောင်ခန်း,"24.9486103057861,94.9151763916016",0,0
17357,Sagaing,Homalin,Sut Lel,ဆွတ်လယ်,"25.1086692810059,95.0479736328125",0,0
17358,Sagaing,Homalin,Ta Zone,တဇုံး,"25.1276454925537,95.0439071655273",0,0
17359,Sagaing,Homalin,Aung Pin,အောင်းပင်,"24.7757205963135,95.0513000488281",0,0
17360,Sagaing,Homalin,Hlwa Sin Kone,လွှစင်ကုန်း,"24.789119720459,95.0570907592773",0,0
17361,Sagaing,Homalin,Hmaing Wei,မှိုင်းဝယ်,"25.249490737915,95.1410675048828",0,0
17362,Sagaing,Homalin,Hmaw Yon Myaing,မှော်ရုံမြိုင်,"25.198450088501,95.1657791137695",0,0
17363,Sagaing,Homalin,Man Sein,မန်စိမ်,",",0,0
17364,Sagaing,Homalin,Sin Naing,စင်နိုင်း,"25.25769,95.169243",0,0
17365,Sagaing,Homalin,Ton Ma Lauk,တုံမလောက်,"25.1706790924072,95.1638031005859",0,0
17366,Sagaing,Homalin,Hta Man Thi,ထမံသီ,"25.3427200317383,95.2780075073242",0,0
17367,Sagaing,Homalin,Nan U Ti,နန်းဥတီ,",",0,0
17368,Sagaing,Homalin,San Set Kone,ဆန်စက်ကုန်း,",",0,0
