SR,Township,Village,Village_MM,Location,Locals_Used_ENG,Locals_Used_MM
3783,Magway,Ngape,Sat Si Taung (Sat Si),စပ်စီတောင်,"19.8749904632568,94.5011978149414",0,0
3784,Magway,Ngape,Wet Sar Kyin,ဝက်စာကျင်း,"19.8600082397461,94.4967346191406",0,0
3785,Magway,Ngape,Lay Thar Kone,လေသာကုန်း,"19.9717597961426,94.4818420410156",0,0
3786,Magway,Ngape,Nyaung Kaing,ညောင်ကိုင်း,"19.9757595062256,94.4859466552734",0,0
3787,Magway,Ngape,Shauk Taung,ရှောက်တောင်,"19.9674301147461,94.4618530273438",0,0
3788,Magway,Ngape,Si Thar,စည်သာ,"19.8701095581055,94.621711730957",0,0
3789,Magway,Ngape,Kone Thar,ကုံးသာ,"20.0263690948486,94.5316009521484",0,0
3790,Magway,Ngape,Lu Pyo Taw Kone,လူပျိုတော်ကုန်း,"20.0324592590332,94.526008605957",0,0
3791,Magway,Ngape,Man Zon,မန်းဇုံ,"20.051420211792,94.5193634033203",0,0
3792,Magway,Ngape,Nga Hlaing Taw,ငလှိုင်တော,"20.0357303619385,94.5233993530273",0,0
3793,Magway,Ngape,Pauk Yin Kone,ပေါက်ရင်းကုန်း,"20.0065994262695,94.53369140625",0,0
3794,Magway,Ngape,Sin Chi Taing,ဆင်ချီတိုင်,"20.0143699645996,94.5322799682617",0,0
3795,Magway,Ngape,Kan Pauk,ကံပေါက်,"19.8925800323486,94.5692520141602",0,0
3796,Magway,Ngape,Kyauk Son,ကျောက်ဆုံ,"19.8535594940186,94.5588684082031",0,0
3797,Magway,Ngape,Su Pa Daung,ဆူးပဒေါင်း,"19.8984718322754,94.5455856323242",0,0
3798,Magway,Ngape,Sun Tet,စွန်တက်,"19.8376007080078,94.4054870605469",0,0
3799,Magway,Ngape,Pyan Chi,ပျံချီ,"19.9374198913574,94.5216827392578",0,0
3800,Magway,Ngape,Sar Tat Ku,စာတတ်ကူ,"19.96755027771,94.538688659668",0,0
3801,Magway,Ngape,Son Kone,ဆုံကုန်း,"19.9507007598877,94.5342178344727",0,0
3802,Magway,Ngape,Thar Yar Kone,သာယာကုန်း,"19.9425354003906,94.5259475708008",0,0
3803,Magway,Ngape,Tin Pyin,တင်ပြင်း,"19.9216003417969,94.3929901123047",0,0
3804,Magway,Ngape,Wun,ဝန်,"19.9175395965576,94.366340637207",0,0
3805,Magway,Ngape,Yint Shey,ရင့်ရှည်,"19.961109161377,94.5767669677734",0,0
3806,Magway,Ngape,Shauk Wa,ရှောက်ဝ,"20.0596103668213,94.5119476318359",0,0
3807,Magway,Ngape,Zee Taw Gyi,ဇီးတောကြီး,"20.0679492950439,94.5026626586914",0,0
3808,Magway,Ngape,Zee Taw Lay,ဇီးတောလေး,"20.0654602050781,94.5062866210938",0,0
3809,Magway,Ngape,Goke Wa,ဂုတ်ဝ,"19.9170703887939,94.4965286254883",0,0
3810,Magway,Ngape,Ma Gyi Kone,မကျီးကုန်း,"19.9136734008789,94.5088043212891",0,0
3811,Magway,Ngape,Pyin Wa,ပျင်းဝ,"19.9169216156006,94.504280090332",0,0
3812,Magway,Ngape,Zin Pyun,ဇင်ပြွန်း,"19.9175548553467,94.5086364746094",0,0
3813,Magway,Pakokku,Ah Nauk Ma Gyi Kan,အနောက်မကျီးကန်,"21.2858905792236,94.9166030883789",0,0
3814,Magway,Pakokku,Ah Shey Kan Hpyu,အရှေ့ကမ်းဖြူ,"21.1417102813721,94.7234497070313",0,0
3815,Magway,Pakokku,U Yin Su,ဥယျာဉ်စု,"21.1595191955566,94.7191772460938",0,0
3816,Magway,Pakokku,Ah Nauk Nga Kyaw,အနောက်ငကျော်,"21.2689304351807,94.9473495483398",0,0
3817,Magway,Pakokku,Ah Shey Nan Gat,အရှေ့နံဂါတ်,"21.2467308044434,94.9133529663086",0,0
3818,Magway,Pakokku,Ah Shey Nga Kyaw,အရှေ့ငကျော်,"21.2746105194092,94.9540863037109",0,0
3819,Magway,Pakokku,Aung Thar,အောင်သာ,"21.2589206695557,94.9100036621094",0,0
3820,Magway,Pakokku,Be Gyi,ဘဲကြီး,"21.2628993988037,94.9211120605469",0,0
3821,Magway,Pakokku,Be Gyi Ywar Thit,ဘဲရွာသစ်,"21.2615394592285,94.9268569946289",0,0
3822,Magway,Pakokku,Ku Lar Chaung,ကုလားချောင်း,"21.2583103179932,94.9157333374023",0,0
3823,Magway,Pakokku,Chaik,ချိုက်,"21.0006999969482,94.7702178955078",0,0
3824,Magway,Pakokku,Chin Nge,ချင်းငယ်,"21.0265407562256,94.7617721557617",0,0
3825,Magway,Pakokku,Lel Kyin,လယ်ကျင်း,"21.050500869751,94.7649230957031",0,0
3826,Magway,Pakokku,Myin Sa Taw,မြင်စတော,"20.9891891479492,94.7538223266602",0,0
3827,Magway,Pakokku,Wa Zi,ဝဇီ,"20.9684391021729,94.7781066894531",0,0
3828,Magway,Pakokku,Byin,ဗျင်း,"21.3156795501709,94.8268127441406",0,0
3829,Magway,Pakokku,Chaing,ချိုင်,"21.3069896697998,94.8430404663086",0,0
3830,Magway,Pakokku,Chaung Gwa,ချောင်းခွ,"21.3224105834961,94.8572692871094",0,0
3831,Magway,Pakokku,Myay Ni Twin,မြေနီတွင်း,"21.3052501678467,94.8524932861328",0,0
3832,Magway,Pakokku,Yae Kyi,ရေကြည်,"21.3039302825928,94.846549987793",0,0
3833,Magway,Pakokku,Ah Nauk Chauk Kan,အနောက်ချောက်ကန်,"21.3606204986572,95.0393905639648",0,0
3834,Magway,Pakokku,Ah Shey Chauk Kan,အရှေ့ချောက်ကန်,"21.3631992340088,95.0520706176758",0,0
3835,Magway,Pakokku,Let Pa Kan,လက်ပကန်,"21.3591594696045,95.0298767089844",0,0
3836,Magway,Pakokku,Ma Gyi Koe Pin,မကျီးကိုးပင်,"21.381799697876,95.0572662353516",0,0
3837,Magway,Pakokku,Deit Pyar,ဒဲ့ပြား,"21.1930809020996,94.7129135131836",0,0
3838,Magway,Pakokku,Ga Wun Lay Taing,ဂဝံလေးတိုင်,"21.260570526123,94.6765365600586",0,0
3839,Magway,Pakokku,Mee Chaung Twin,မီးချောင်းတွင်း,"21.3006706237793,94.6832427978516",0,0
3840,Magway,Pakokku,Auk Kyin Su,အောက်ကျင်းစု,"21.3278999328613,94.8672409057617",0,0
3841,Magway,Pakokku,Hpa Lan Oh,ဖလံအို,"21.314489364624,94.8702011108398",0,0
3842,Magway,Pakokku,Kan Pauk Su,ကံပေါက်စု,"21.2991409301758,94.8712463378906",0,0
3843,Magway,Pakokku,Se Pin Su,ဆယ်ပင်စု,"21.3334102630615,94.868896484375",0,0
3844,Magway,Pakokku,Hpaung Kwe,ဖေါင်းကွဲ,"21.4035205841064,94.8401107788086",0,0
3845,Magway,Pakokku,Hpaung Kyaung,​ဖေါင်ကျောင်း,"21.3977108001709,94.8483581542969",0,0
3846,Magway,Pakokku,Htan Ta Pin,ထန်းတပင်,"21.4045696258545,94.8315582275391",0,0
3847,Magway,Pakokku,Inn Bat,အင်းဘတ်,"21.4118690490723,94.8035583496094",0,0
3848,Magway,Pakokku,Ma Gyi Tan,မကျီးတန်း,"21.4038906097412,94.8111572265625",0,0
3849,Magway,Pakokku,Saung Kyan Kone,စောင်ကျမ်းကုန်း,"21.4187908172607,94.8367233276367",0,0
3850,Magway,Pakokku,So Twin (2),စိုတွင်း (၂),",",0,0
3851,Magway,Pakokku,Soet Twin,စို့တွင်း,"21.4145793914795,94.8757705688477",0,0
3852,Magway,Pakokku,War Kyun Kwin,ဝါးကျွန်းကွင်း,"21.4022197723389,94.8276062011719",0,0
3853,Magway,Pakokku,Zee Pin Kan,ဇီးပင်ကံ,"21.4043502807617,94.8815689086914",0,0
3854,Magway,Pakokku,In Pin,အင်ပင်,"21.412260055542,95.0468826293945",0,0
3855,Magway,Pakokku,Kaing,ကိုင်း,"21.4544296264648,95.0411529541016",0,0
3856,Magway,Pakokku,Kone Tet Kan,ကုန်းတက်ကန်,"21.4256000518799,95.0587463378906",0,0
3857,Magway,Pakokku,Ma Gyi Kan,မကြီးကန်,"21.4312000274658,95.0275268554688",0,0
3858,Magway,Pakokku,Bagan Hmyaw,ပုဂံမျှော်,",",0,0
3859,Magway,Pakokku,Chaung U To,ချောင်းဦးတို,",",0,0
3860,Magway,Pakokku,Gyoe Pyan,ဂျိုးပြန်,"21.3867893218994,94.776237487793",0,0
3861,Magway,Pakokku,Hta Hnaung,ထနောင်း,"21.3950901031494,94.7814636230469",0,0
3862,Magway,Pakokku,Kamma,ကမ္မ,"21.3841800689697,94.814323425293",0,0
3863,Magway,Pakokku,Lan Ma Taw,လမ်းမတော်,",",0,0
3864,Magway,Pakokku,Let Pya,လက်ပြ,"21.3874492645264,94.7843322753906",0,0
3865,Magway,Pakokku,Mei Za Li,မယ်ဇလီ,"21.3897304534912,94.7979431152344",0,0
3866,Magway,Pakokku,Nyaungdon,ညောင်တုံး,"21.3935604095459,94.7872695922852",0,0
3867,Magway,Pakokku,Thaung Khon,သောင်ခုံ,",",0,0
3868,Magway,Pakokku,Yan Kin,ရန်ကင်း,",",0,0
3869,Magway,Pakokku,Ywar Thit,ရွာသစ်,",",0,0
3870,Magway,Pakokku,Kan Hla,ကန်လှ,"21.3275203704834,95.001350402832",0,0
3871,Magway,Pakokku,Ma Gyi Kan,မကြီးကန်,"21.3547592163086,94.9870986938477",0,0
3872,Magway,Pakokku,Kan Taw,ကန်တော်,"21.3598403930664,94.9140472412109",0,0
3873,Magway,Pakokku,Nga Hpaung Kan,ငဖောင်ကန်,"21.338399887085,94.9561996459961",0,0
3874,Magway,Pakokku,Hpone Kan,ဘုန်းကံ,"21.3894100189209,94.970947265625",0,0
3875,Magway,Pakokku,Kan Tein,ကံတိန်,",",0,0
3876,Magway,Pakokku,Kan Yat Gyi,ကံရပ်ကြီး,"21.381160736084,94.9141235351563",0,0
3877,Magway,Pakokku,Kan Yat Ka lay,ကံရပ်ကလေး,"21.383960723877,94.9150466918945",0,0
3878,Magway,Pakokku,Kyauk Sa Yit Kan,ကျောက်စရစ်ကန်,"21.3962001800537,94.9438934326172",0,0
3879,Magway,Pakokku,Ywar Thar Yar,ရွာသာယာ,"21.374340057373,94.9089431762695",0,0
3880,Magway,Pakokku,Baw Lone Khon,ဘောလုံးခုံ,"21.3055896759033,95.0814971923828",0,0
3881,Magway,Pakokku,Bwet Kone,ဗွက်ကုန်း,"21.3076496124268,95.0813369750977",0,0
3882,Magway,Pakokku,Koke Ko Hla,ကုက္ကိုလှ,"21.31422996521,95.0531463623047",0,0
3883,Magway,Pakokku,Mei Za Li Tan,မယ်ဇလီတန်း,"21.3184394836426,95.0633392333984",0,0
3884,Magway,Pakokku,Se,ဆယ်,"21.3250999450684,95.0393524169922",0,0
3885,Magway,Pakokku,Thin Baw Kone,သင်္ဘောကုန်း,"21.3156108856201,95.0579681396484",0,0
3886,Magway,Pakokku,Ywar Thit Kone,ရွာသစ်ကုန်း,"21.3172798156738,95.0420532226563",0,0
3887,Magway,Pakokku,Htan Pauk Taw,ထန်းပေါက်တော,"21.3427200317383,94.8521270751953",0,0
3888,Magway,Pakokku,Kan Gyi,ကန်ကြီး,"21.3497009277344,94.8566436767578",0,0
3889,Magway,Pakokku,Ku,ကူ,"21.3398208618164,94.8486175537109",0,0
3890,Magway,Pakokku,Myay Pan Taung,မြေပန်းတောင်း,"21.3628406524658,94.8517227172852",0,0
3891,Magway,Pakokku,Ta Mar Pin,တမာပင်,"21.3379497528076,94.8620376586914",0,0
3892,Magway,Pakokku,Tha Yet Kan,သရက်ကန်,"21.3651599884033,94.8247375488281",0,0
3893,Magway,Pakokku,Yae Kyi Su,ရေကြည်စု,"21.3452301025391,94.8460693359375",0,0
3894,Magway,Pakokku,Yoe Yar,ရိုးယာ,"21.3451404571533,94.8613662719727",0,0
3895,Magway,Pakokku,Chauk U Thar,ခြောက်ဦးသား,"21.3778095245361,95.2105331420898",0,0
3896,Magway,Pakokku,Htein Pin Khon,ထိန်ပင်ခုံ,",",0,0
3897,Magway,Pakokku,Kun,ကွန်း,"21.3617706298828,95.1626968383789",0,0
3898,Magway,Pakokku,Kyun Pu Lu,ကျွန်းပုလု,"21.3612422943115,95.1934509277344",0,0
3899,Magway,Pakokku,Lay Lan Kywin,လေးလံကျွင်း,"21.3372993469238,95.1616973876953",0,0
3900,Magway,Pakokku,Myin Kyun,မြင်းကျွန်း,"21.3600807189941,95.1868667602539",0,0
3901,Magway,Pakokku,Shwe Tan Tit,ရွှေတန်းတစ်,"21.3527698516846,95.1542434692383",0,0
3902,Magway,Pakokku,Sin Min,ဆင်မင်း,"21.359489440918,95.1610488891602",0,0
3903,Magway,Pakokku,Yae Lel Thaung,ရေလယ်သောင်,",",0,0
3904,Magway,Pakokku,Ah Nauk Kone,အနောက်ကုန်း,"21.3227596282959,94.8253326416016",0,0
3905,Magway,Pakokku,Aung Nan,အောင်နန်း,"21.3400001525879,94.8044891357422",0,0
3906,Magway,Pakokku,Chaung Son,ချောင်းဆုံ,"21.354190826416,94.8043670654297",0,0
3907,Magway,Pakokku,Kya Htoe,ကျထိုး,"21.3241996765137,94.8309173583984",0,0
3908,Magway,Pakokku,Kyat Pyayt,ကျပ်ပြည့်,"21.3396091461182,94.8216018676758",0,0
3909,Magway,Pakokku,Kyoe Tan,ကြိုးတန်း,"21.3513698577881,94.7953414916992",0,0
3910,Magway,Pakokku,Ohn Taw,အုံးတော,"21.3434505462646,94.8181228637695",0,0
3911,Magway,Pakokku,Son Kone,ဆုံကုန်း,"21.3403091430664,94.8144836425781",0,0
3912,Magway,Pakokku,Kyar Kyun,ကြားကျွန်း,"21.247486114502,94.9870071411133",0,0
3913,Magway,Pakokku,Kyee,ကြီး,"21.3887100219727,95.1147689819336",0,0
3914,Magway,Pakokku,Pauk Laung Kan,ပေါက်လောင်ကန်,"21.3797798156738,95.1251678466797",0,0
3915,Magway,Pakokku,Kyat Tan Kone,ကျပ်တန်းကုန်း,"21.3127809816,95.0383555748",0,0
3916,Magway,Pakokku,Kyun Nyo Gyi,ကျွန်းညိုကြီး,"21.3197994232178,95.0180969238281",0,0
3917,Magway,Pakokku,Kyun U,ကျွန်းဦး,"21.3166694641113,95.0308532714844",0,0
3918,Magway,Pakokku,Aung Chan Thar,အောင်ချမ်းသာ,",",0,0
3919,Magway,Pakokku,Aye Kyun,အေးကျွန်း,"21.3390808105469,95.1261520385742",0,0
3920,Magway,Pakokku,Kywe Te Kan Nar,ကျွဲတဲကမ်းနား,"21.3400402069092,95.1322402954102",0,0
3921,Magway,Pakokku,Kywe Te Ywa Ma,ကျွဲတဲရွာမ,"21.3417892456055,95.1260070800781",0,0
3922,Magway,Pakokku,Mee Thway Kan,မီးသွေးကံ,"21.3720703125,95.0970687866211",0,0
3923,Magway,Pakokku,Myin Chaing,မြင်းချိုင်,"21.3540000915527,95.0819091796875",0,0
3924,Magway,Pakokku,Myo Thit,မြို့သစ်,"21.3563003540039,95.0858993530273",0,0
3925,Magway,Pakokku,Shwe Chaung,ရွှေချောင်း,"21.3431205749512,95.1110000610352",0,0
3926,Magway,Pakokku,Shwe Chaung Kyun,ရွှေချောင်းကျွန်း,"21.339469909668,95.1140899658203",0,0
3927,Magway,Pakokku,So Twin,စိုတွင်း,"21.3620491027832,95.1124496459961",0,0
3928,Magway,Pakokku,Htan Chauk Pin,ထန်းချောက်ပင်,"21.0476303100586,94.807746887207",0,0
3929,Magway,Pakokku,Kyauk Saung,ကျောက်စောင်း,"21.0270500183105,94.8133163452148",0,0
3930,Magway,Pakokku,Kyway Bagan,ကြွေပုဂံ,"20.9200401306152,94.8060913085938",0,0
3931,Magway,Pakokku,Lan Ywar,လမ်းရွာ,"20.968900680542,94.8225326538086",0,0
3932,Magway,Pakokku,Mein Ma Thay,မိမ္မသေ,"20.9269905090332,94.808723449707",0,0
3933,Magway,Pakokku,Paung Ngu Sun,ပေါင်းငူစွန်း,"20.9233303070068,94.8030776977539",0,0
3934,Magway,Pakokku,Sit Pin,စစ်ပင်,"20.9398097991943,94.8164825439453",0,0
3935,Magway,Pakokku,Ywar Oh,ရွာအို,"20.9437503814697,94.8153991699219",0,0
3936,Magway,Pakokku,Lel Yar,လယ်ယာ,"21.3298797607422,95.0245208740234",0,0
3937,Magway,Pakokku,Lel Yar (East),လယ်ယာ (အရှေ့),"21.3161296844482,95.02734375",0,0
3938,Magway,Pakokku,Lel Yar (West),လယ်ယာ (အနောက်),"21.316930770874,95.0230331420898",0,0
3939,Magway,Pakokku,Sin Hpyu Kone,ဆင်ဖြူးကုန်း,"21.327600479126,95.0192337036133",0,0
3940,Magway,Pakokku,Sin Lan,ဆင်လမ်း,"21.3265209197998,95.0347213745117",0,0
3941,Magway,Pakokku,Tha Hpan Pin Su,သဖန်းပင်စု,"21.3208503723145,95.0152282714844",0,0
3942,Magway,Pakokku,Ku Kyun,ကူကျွန်း,"21.2408638000488,94.9301528930664",0,0
3943,Magway,Pakokku,Let Pan Kyun,လက်ပံကျွန်း,"21.2405109405518,94.9439926147461",0,0
3944,Magway,Pakokku,Zee Kyun,ဇီးကျွန်း,"21.2408847808838,94.9192733764648",0,0
3945,Magway,Pakokku,Daung Sar,ဒေါင်းစား,"21.3756694793701,95.1608123779297",0,0
3946,Magway,Pakokku,Hnaw Kone,နှောကုန်း,"21.3733997344971,95.1675567626953",0,0
3947,Magway,Pakokku,Hpa Yar Kone,ဘုရားကုံး,"21.3877792358398,95.1748886108398",0,0
3948,Magway,Pakokku,Kyun Oh,ကျွန်းအို,"21.3926200866699,95.1787872314453",0,0
3949,Magway,Pakokku,Ma Gyi Pin Pu,မကျီးပင်ပု,"21.3913707733154,95.1730194091797",0,0
3950,Magway,Pakokku,Nan Te,နန်းတဲ,"21.3961505889893,95.1748428344727",0,0
3951,Magway,Pakokku,Seik Kan Thar Yar,ဆိပ်ကမ်းသာယာ,"21.3889904022217,95.1773071289063",0,0
3952,Magway,Pakokku,Ma Gyi Thone Pin,မကျီးသုံးပင်,"21.4087104797363,94.7419509887695",0,0
3953,Magway,Pakokku,Than Bo,သံဘို,"21.4230709075928,94.7482604980469",0,0
3954,Magway,Pakokku,Thit Pu Lway Kone,သစ်ပုလွေကုန်း,"21.435640335083,94.7656936645508",0,0
3955,Magway,Pakokku,Hnone Poet Kone,နှုန်းပို့ကုန်း,"21.2737007141113,94.9702682495117",0,0
3956,Magway,Pakokku,Htauk Shar Pin,ထောက်ရှာပင်,",",0,0
3957,Magway,Pakokku,Le Chaung Pauk,လဲချောင်းပေါက်,"21.2666091918945,94.9578170776367",0,0
3958,Magway,Pakokku,Mei Za Li Pin Kone,မယ်ဇလီပင်ကုန်း,"21.2796401977539,94.9745635986328",0,0
3959,Magway,Pakokku,Than Pu Yar Pin Kone,သံပုရာပင်ကုန်း,"21.2700099945068,94.9666137695313",0,0
3960,Magway,Pakokku,Ywar Thar Aye,ရွာသာအေး,"21.2627735137939,94.9662551879883",0,0
3961,Magway,Pakokku,Ma Yoe Kone,မရိုးကုန်း,"21.3123741149902,95.0029144287109",0,0
3962,Magway,Pakokku,Myin Kyun,မြင်းကျွန်း,"21.312068939209,95.0154266357422",0,0
3963,Magway,Pakokku,Thein Kone,သိန်ကုန်း,"21.3019580841064,94.9986114501953",0,0
3964,Magway,Pakokku,Myin Win,မြင်းဝင်း,"21.2847003936768,94.9632873535156",0,0
3965,Magway,Pakokku,Nan Taw Yat,နန်းတော်ရပ်,"21.2901802062988,94.9616622924805",0,0
3966,Magway,Pakokku,Myit Hpyar,မြစ်ဖျား,"21.228609085083,94.6887969970703",0,0
3967,Magway,Pakokku,Hmaik Pin Kone,မှိုက်ပင်ကုန်း,"21.3066101074219,94.9716567993164",0,0
3968,Magway,Pakokku,Htan Pin Kan,ထန်းပင်ကံ,"21.3117694854736,94.9318237304688",0,0
3969,Magway,Pakokku,Let Pan Pin Su,လက်ပံပင်စု,"21.3013496398926,94.9724426269531",0,0
3970,Magway,Pakokku,Myo Khin Thar,မြို့ခင်းသာ,"21.3019008636475,94.9687728881836",0,0
3971,Magway,Pakokku,Te Kone,တဲကုန်း,"21.3310108184814,94.9396514892578",0,0
3972,Magway,Pakokku,Tha Yet Pin Su,သရက်ပင်စု,"21.2982997894287,94.9709625244141",0,0
3973,Magway,Pakokku,Aung Myay,​အောင်မြေ,",",0,0
3974,Magway,Pakokku,Chan Thar Gyi,ချမ်းသာကြီး,"21.1854305267334,94.8324584960938",0,0
3975,Magway,Pakokku,Hnget Pyaw Taw,ငှက်ပျောတော,",",0,0
3976,Magway,Pakokku,Kyoe Yin,ကြိုးရင်း,",",0,0
3977,Magway,Pakokku,Kyun Chaung Lay,ကျွန်းချောင်းလေး,"21.1641292572021,94.8058624267578",0,0
3978,Magway,Pakokku,Let Pan Chaung,လက်ပံချောင်း,"21.1581001281738,94.8042526245117",0,0
3979,Magway,Pakokku,Myo Soe,မြို့စိုး,"21.1838397979736,94.8076629638672",0,0
3980,Magway,Pakokku,Se Lan,ဆယ်လံ,",",0,0
3981,Magway,Pakokku,Shar Taw,ရှားတော,",",0,0
3982,Magway,Pakokku,Tant Kyi,တန့်ကြည့်,"21.153033626,94.8027221348",0,0
3983,Magway,Pakokku,Taung Pon,တောင်ပုံ,"21.1852798461914,94.8322296142578",0,0
3984,Magway,Pakokku,Tha Yet Pin Su,သရက်ပင်စု,",",0,0
3985,Magway,Pakokku,Thi Ri Lay,သီရိလေး,"21.18384,94.80766",0,0
3986,Magway,Pakokku,Kin Mun Khar,ကင်မွန်းခါး,"21.3822708129883,95.1706466674805",0,0
3987,Magway,Pakokku,Nat Kyun,နတ်ကျွန်း,"21.3808307647705,95.1724090576172",0,0
3988,Magway,Pakokku,Nyaung Hla,ညောင်လှ,"21.2130699157715,94.8277206420898",0,0
3989,Magway,Pakokku,Nyaung Ni Pin,ညောင်နီပင်,"21.2229099273682,94.8324890136719",0,0
3990,Magway,Pakokku,Ah Nauk Nan Gat,အနောက်နံဂါတ်,"21.2462406158447,94.9057388305664",0,0
3991,Magway,Pakokku,Nyaung Pin,ညောင်ပင်,"21.2414703369141,94.8957977294922",0,0
3992,Magway,Pakokku,U Yin,ဥယျာဉ်,"21.2425498962402,94.9015808105469",0,0
3993,Magway,Pakokku,Kyaung Su,ကျောင်းစု,"21.3550090789795,94.8651428222656",0,0
3994,Magway,Pakokku,Ma Gyi Su,မကျီးစု,"21.3579597473145,94.8639678955078",0,0
3995,Magway,Pakokku,Min Nan Taw,မင်းနန်တော,"21.3718490600586,94.8549270629883",0,0
3996,Magway,Pakokku,Pu Tee Twin,ပုတီးတွင်း,"21.3695697784424,94.8575134277344",0,0
3997,Magway,Pakokku,Taung Su,တောင်စု,"21.3514499664307,94.8658294677734",0,0
3998,Magway,Pakokku,U Yin Myauk Su,ဥယျာဉ်မြောက်စု,"21.3668098449707,94.85888671875",0,0
3999,Magway,Pakokku,U Yin Su,ဥယျာဉ်စု,"21.3607807159424,94.8624420166016",0,0
4000,Magway,Pakokku,Ywar Thit,ရွာသစ်,"21.3470802307129,94.870002746582",0,0
4001,Magway,Pakokku,Pakokku Kyun,ပခုက္ကူကျွန်း,"21.310209274292,95.0869979858398",0,0
4002,Magway,Pakokku,Hpone Kan,ဘုန်းကံ,"21.3955097198486,95.0916290283203",0,0
4003,Magway,Pakokku,Myauk Lu Kan,မြောက်လူးကံ,"21.4142799377441,95.099006652832",0,0
4004,Magway,Pakokku,Pan Taing Chon,ပန်းတိုင်းခြုံ,"21.4189395904541,95.1289672851563",0,0
4005,Magway,Pakokku,Aing Gyi,အိုင်ကြီး,"21.2020397186279,94.8227462768555",0,0
4006,Magway,Pakokku,Kan Gyi Su,ကံကြီးစု,"21.2006903429,94.8217110601",0,0
4007,Magway,Pakokku,Ngwe Thaung,ငွေသောင်,"21.1915493011475,94.8323669433594",0,0
4008,Magway,Pakokku,Pauk Taw,ပေါက်တော,"21.18882,94.81268",0,0
4009,Magway,Pakokku,Se Lan,ဆယ်လံ,",",0,0
4010,Magway,Pakokku,Kan Zauk,ကံဇောက်,"21.3179206848145,94.806770324707",0,0
4011,Magway,Pakokku,Sa Bay (East),စဘေ (အရှေ့စု),"21.2818298339844,94.8093032836914",0,0
4012,Magway,Pakokku,Sa Bay (Middle),စဘေ (အလယ်စု),"21.2807598114014,94.8049468994141",0,0
4013,Magway,Pakokku,Sa Bay (West),စဘေ (အနောက်စု),"21.2835292816162,94.8012237548828",0,0
4014,Magway,Pakokku,Sar Kyin,ဆားကျင်း,"21.3043994903564,94.7848663330078",0,0
4015,Magway,Pakokku,Si Kaung,စီကောင်း,"21.2626895904541,94.7671737670898",0,0
4016,Magway,Pakokku,Ywar Thit,ရွာသစ်,"21.2905807495117,94.804313659668",0,0
4017,Magway,Pakokku,Sa Nyaung,စညောင်း,"21.2145004272461,94.7018280029297",0,0
4018,Magway,Pakokku,Ah Yar Taw,အရာတော်,"21.1228408813477,94.7984237670898",0,0
4019,Magway,Pakokku,Kyun Ywar Thit,ကျွန်းရွာသစ်,",",0,0
4020,Magway,Pakokku,Myauk Ywar Yar,မြောက်ရွာယာ,"21.1162395477295,94.7983627319336",0,0
4021,Magway,Pakokku,Oke Kyaung,အုတ်ကျောင်း,",",0,0
4022,Magway,Pakokku,Seik Kha Wa,ဆိက္ခဝ,"21.1314392089844,94.7993774414063",0,0
4023,Magway,Pakokku,Taung Ywar Yar,တောင်ရွာယာ,"21.1116695404053,94.7986526489258",0,0
4024,Magway,Pakokku,Thi Ri Gyi (Ah Shey Thi Ri),သီရိကြီး (အရှေ့သီရိ),",",0,0
4025,Magway,Pakokku,Thi Ri Lay (Ah Nauk Thi Ri),သီရိလေး (အနောက်သီရိ),"21.1395397186279,94.8339767456055",0,0
4026,Magway,Pakokku,Yae Nan Chat,ရေနံချပ်,"21.1001479374,94.800273502",0,0
4027,Magway,Pakokku,Yae Nan Chat Ywar Thit,ရေနံချပ်ရွာသစ်,"21.0881309509277,94.8027420043945",0,0
4028,Magway,Pakokku,Ywar Naung,ရွာနောင်,"21.1101207733154,94.8216781616211",0,0
4029,Magway,Pakokku,Zee Kone,ဇီးကုန်း,"21.1329193115234,94.8282470703125",0,0
4030,Magway,Pakokku,Khan Taw,ခံတော,"21.1226291656494,94.7071762084961",0,0
4031,Magway,Pakokku,Saing Hpyu,စိုင်ဖြူ,"21.1060390472412,94.7349014282227",0,0
4032,Magway,Pakokku,Shar Du,ရှားဒူး,"21.1187591552734,94.7199020385742",0,0
4033,Magway,Pakokku,Taung Pa Lu,တောင်ပလူ,"21.1282501220703,94.7259368896484",0,0
4034,Magway,Pakokku,Htauk Shar Pin,​ထောက်ရှာပင်,"21.2405700683594,94.9172286987305",0,0
4035,Magway,Pakokku,Kyee Pin Khon,ကျည်းပင်ခုံ,"21.231374248,94.8860878858",0,0
4036,Magway,Pakokku,Kyun Ka Lay,ကျွန်းကလေး,"21.2253124355,94.8937569975",0,0
4037,Magway,Pakokku,None Poet,နုံးပို့,"21.2255705112,94.9015723184",0,0
4038,Magway,Pakokku,Shar Pin,ရှားပင်,"21.2297496795654,94.8982696533203",0,0
4039,Magway,Pakokku,Shar Taw,ရှားတော,"21.2313194274902,94.8819580078125",0,0
4040,Magway,Pakokku,Tha Hpan Pin,သဖန်းပင်,"21.2293565489,94.9040586371",0,0
4041,Magway,Pakokku,Hle Chaung Pauk,လည်းချောင်းပေါက်,"21.2611999511719,94.9445419311523",0,0
4042,Magway,Pakokku,Shar Pin Kaing,ရှားပင်ကိုင်း,"21.2525691986084,94.9333572387695",0,0
4043,Magway,Pakokku,Za Loke,ဇလုတ်,"21.2472400665283,94.9371871948242",0,0
